record_id,date,year_be,month,season,station_id,station_type,tambon,pH,temp_c,EC_uS_cm,DO_mg_L,BOD_mg_L,COD_mg_L,NH3_mg_L,NO3_mg_L,TP_mg_L,TCB_MPN_100mL,FCB_MPN_100mL,WQI_al_score,WQI_al_class
1016,2024-12-29,2567,12,ฤดูแล้ง,NHK01,หนองหาร (Lake),เมืองสกลนคร,8.01,25.4,254.0,6.7,1.33,9.4,0.281,0.946,0.822,4350,1069,80.9,A (ดีมาก)
1017,2025-04-10,2568,4,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.39,27.1,208.0,6.58,2.54,8.0,0.148,0.747,0.311,5260,2618,84.3,A (ดีมาก)
1018,2025-01-04,2568,1,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,7.08,24.3,220.0,6.28,2.57,12.5,0.19,0.839,0.508,3538,837,81.5,A (ดีมาก)
1019,2024-12-03,2567,12,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,7.13,24.9,239.0,6.43,1.33,4.0,0.519,0.789,0.449,8394,2204,80.7,A (ดีมาก)
1020,2024-02-20,2567,2,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.29,24.3,271.0,5.54,2.51,15.8,0.627,1.923,1.385,12150,6668,67.7,B (ดี)
1021,2024-02-20,2567,2,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.38,25.5,245.0,6.4,0.5,4.0,0.206,0.636,0.954,2008,1005,80.4,A (ดีมาก)
1022,2025-12-02,2568,12,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,7.22,22.8,226.0,7.02,3.31,4.1,0.121,0.686,0.279,2819,1148,86.8,A (ดีมาก)
1023,2024-02-09,2567,2,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,6.97,26.9,253.0,6.44,2.56,4.2,0.286,1.041,0.501,5022,1725,81.0,A (ดีมาก)
1024,2025-07-25,2568,7,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.15,28.6,180.0,5.91,3.52,4.0,1.012,1.816,1.596,11633,3047,66.4,B (ดี)
1025,2024-03-29,2567,3,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,6.94,25.0,275.0,7.42,1.94,8.2,0.211,0.63,0.473,5060,1657,87.3,A (ดีมาก)
1026,2025-08-29,2568,8,ฤดูฝน,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.32,30.2,263.0,6.54,2.33,9.8,0.587,1.94,1.291,3293,1312,72.8,B (ดี)
1027,2024-04-27,2567,4,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,7.06,28.2,151.0,6.65,2.42,18.5,0.118,0.974,0.165,3459,1573,84.8,A (ดีมาก)
1028,2024-12-07,2567,12,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,6.85,25.7,261.0,5.95,1.46,8.2,0.306,0.964,0.589,5767,2373,78.6,B (ดี)
1029,2025-10-22,2568,10,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.01,29.7,225.0,7.02,1.42,8.3,0.092,0.82,0.734,1955,711,84.3,A (ดีมาก)
1030,2025-02-01,2568,2,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,7.64,24.9,206.0,7.66,1.92,10.2,0.305,1.082,0.372,2441,1360,86.8,A (ดีมาก)
1031,2025-06-05,2568,6,ฤดูฝน,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.24,30.9,428.0,3.45,6.06,27.5,1.331,3.434,2.178,108012,42923,45.4,C (พอใช้)
1032,2025-07-26,2568,7,ฤดูฝน,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.2,32.0,233.0,6.81,3.6,15.4,0.498,2.61,1.096,16196,5222,73.2,B (ดี)
1033,2025-05-27,2568,5,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.16,27.9,227.0,7.0,0.3,10.6,0.143,0.709,0.444,3049,919,85.7,A (ดีมาก)
1034,2024-06-09,2567,6,ฤดูฝน,BNH04,ลำห้วย (Tributary),นาแก้ว,7.32,30.7,402.0,4.28,6.48,31.2,1.301,3.871,2.445,36462,12096,46.4,C (พอใช้)
1035,2025-06-05,2568,6,ฤดูฝน,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,6.92,31.5,404.0,3.79,6.31,27.0,1.535,3.213,2.269,61771,23473,46.0,C (พอใช้)
1036,2024-01-12,2567,1,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.31,26.9,264.0,7.5,0.3,4.4,0.186,1.764,0.245,2453,1003,85.2,A (ดีมาก)
1037,2025-02-07,2568,2,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,6.61,24.5,332.0,5.76,4.77,24.2,0.823,1.952,1.28,15643,7232,68.0,B (ดี)
1038,2024-11-21,2567,11,ฤดูแล้ง,BNH04,ลำห้วย (Tributary),นาแก้ว,6.77,25.8,424.0,3.12,6.01,33.1,1.651,3.635,2.383,30355,14749,40.4,C (พอใช้)
1039,2025-03-04,2568,3,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.13,27.6,220.0,6.68,1.04,4.0,0.123,0.607,1.028,2798,1233,81.8,A (ดีมาก)
1040,2025-01-25,2568,1,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,7.09,25.0,272.0,6.98,1.76,4.0,0.112,0.627,0.387,7930,4035,86.4,A (ดีมาก)
1041,2025-01-28,2568,1,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.32,24.5,307.0,5.04,4.94,12.4,1.378,2.172,1.273,27713,15547,60.9,B (ดี)
1042,2024-02-17,2567,2,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.07,26.0,283.0,7.74,1.67,7.3,0.168,0.982,0.199,3810,2038,89.2,A (ดีมาก)
1043,2025-10-06,2568,10,ฤดูฝน,NHK07,หนองหาร (Lake),บ้านแป้น,7.59,27.0,239.0,8.18,0.3,4.0,0.017,0.933,0.304,7403,3694,91.6,A (ดีมาก)
1044,2024-05-28,2567,5,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,7.16,31.6,254.0,6.08,1.14,18.4,0.355,0.763,0.277,2135,662,81.1,A (ดีมาก)
1045,2025-07-06,2568,7,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,7.34,32.4,337.0,7.85,0.6,4.0,0.01,1.459,0.545,8997,5210,87.2,A (ดีมาก)
1046,2024-09-28,2567,9,ฤดูฝน,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.59,29.7,290.0,5.77,3.48,13.4,0.428,1.94,1.541,6613,2900,69.0,B (ดี)
1047,2025-11-14,2568,11,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.22,27.0,185.0,8.39,0.61,10.7,0.103,0.801,0.213,2184,803,93.0,A (ดีมาก)
1048,2025-06-12,2568,6,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.15,29.8,263.0,7.57,0.3,5.5,0.01,0.735,0.318,3358,1078,89.6,A (ดีมาก)
1049,2025-08-16,2568,8,ฤดูฝน,NHK07,หนองหาร (Lake),บ้านแป้น,6.9,29.8,175.0,8.16,1.13,4.0,0.01,0.719,0.448,3822,2262,91.6,A (ดีมาก)
1050,2024-04-25,2567,4,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.24,27.0,245.0,7.23,2.29,18.8,0.132,2.048,0.25,4691,1163,83.3,A (ดีมาก)
1051,2024-11-30,2567,11,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,7.25,27.0,244.0,7.11,3.8,21.4,0.132,1.016,0.247,6456,2454,86.2,A (ดีมาก)
1052,2024-01-17,2567,1,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,7.69,25.0,256.0,7.38,2.04,15.6,0.207,0.81,0.612,1415,366,85.8,A (ดีมาก)
1053,2024-02-10,2567,2,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.91,25.0,250.0,6.64,2.74,14.7,0.223,1.304,0.529,2288,907,81.2,A (ดีมาก)
1054,2025-11-13,2568,11,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.37,26.4,322.0,3.19,7.26,29.0,1.649,3.282,2.433,78718,46876,41.7,C (พอใช้)
1055,2024-10-22,2567,10,ฤดูฝน,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.2,26.5,326.0,7.02,3.34,8.7,0.551,2.435,1.343,6982,3537,73.2,B (ดี)
1056,2024-10-03,2567,10,ฤดูฝน,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.73,29.0,219.0,8.17,0.3,12.0,0.01,1.0,0.375,1823,1026,91.0,A (ดีมาก)
1057,2025-06-08,2568,6,ฤดูฝน,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.48,31.4,220.0,8.21,0.3,9.4,0.062,1.101,0.334,4595,1278,90.8,A (ดีมาก)
1058,2024-11-13,2567,11,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.41,26.5,231.0,6.53,2.87,8.3,0.118,1.228,0.184,8753,1928,83.3,A (ดีมาก)
1059,2024-09-11,2567,9,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.36,29.4,274.0,5.61,2.13,4.4,0.612,2.003,1.185,16162,8633,68.8,B (ดี)
1060,2025-07-16,2568,7,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.02,31.7,363.0,5.88,2.88,19.8,0.543,2.143,1.174,11026,4962,70.0,B (ดี)
1061,2025-03-22,2568,3,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.3,27.9,334.0,5.27,4.49,30.5,0.73,2.52,1.431,39931,15090,63.7,B (ดี)
1062,2024-09-13,2567,9,ฤดูฝน,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.21,28.6,277.0,8.32,0.3,4.0,0.066,0.675,0.55,4898,2655,91.6,A (ดีมาก)
1063,2025-01-25,2568,1,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,6.94,26.9,263.0,6.18,3.12,11.7,0.279,0.813,0.242,3904,2249,82.0,A (ดีมาก)
1064,2024-01-06,2567,1,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,6.71,25.7,360.0,4.51,6.91,34.3,2.526,3.905,2.687,10946,5611,39.2,D (เสื่อมโทรม)
1065,2025-06-12,2568,6,ฤดูฝน,NHK10,หนองหาร (Lake),งิ้วด่อน,7.71,31.3,261.0,6.11,0.59,9.4,0.046,0.868,0.293,9802,2461,82.5,A (ดีมาก)
1066,2024-06-04,2567,6,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.99,31.1,342.0,5.34,4.33,19.2,1.032,2.247,1.86,8810,3933,61.0,B (ดี)
1067,2025-07-16,2568,7,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,7.63,31.4,286.0,7.88,0.62,4.0,0.046,1.695,0.46,10462,5238,86.8,A (ดีมาก)
1068,2024-11-09,2567,11,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,7.58,26.6,236.0,8.47,0.53,6.8,0.102,0.768,0.201,1206,621,93.5,A (ดีมาก)
1069,2025-11-09,2568,11,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,7.51,28.0,222.0,5.52,1.34,7.3,0.33,4.166,0.288,1899,967,67.3,B (ดี)
1070,2025-06-22,2568,6,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,6.78,31.9,335.0,2.59,6.28,21.0,1.839,3.182,2.151,92314,55368,39.6,D (เสื่อมโทรม)
1071,2024-12-31,2567,12,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.24,25.9,378.0,3.24,6.0,19.8,1.744,3.216,2.855,17848,4286,39.4,D (เสื่อมโทรม)
1072,2025-11-29,2568,11,ฤดูแล้ง,BNH04,ลำห้วย (Tributary),นาแก้ว,6.77,26.8,396.0,2.95,6.94,38.7,1.721,3.855,2.246,27453,13204,39.2,D (เสื่อมโทรม)
1073,2025-07-12,2568,7,ฤดูฝน,NHK06,หนองหาร (Lake),บ้านแป้น,6.74,32.8,235.0,8.11,0.42,4.0,0.031,1.56,0.399,1946,636,88.7,A (ดีมาก)
1074,2024-12-31,2567,12,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,6.42,26.0,436.0,1.25,6.68,18.6,1.654,3.232,2.865,32575,16643,31.0,D (เสื่อมโทรม)
1075,2024-09-27,2567,9,ฤดูฝน,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.42,30.2,244.0,6.74,1.5,8.0,0.112,0.942,0.253,6248,2974,84.9,A (ดีมาก)
1076,2025-08-24,2568,8,ฤดูฝน,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.29,32.1,208.0,7.01,1.89,4.0,0.01,0.739,0.327,1045,390,87.0,A (ดีมาก)
1077,2025-10-19,2568,10,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.07,27.5,178.0,8.8,1.56,12.2,0.01,0.604,0.216,7351,1665,96.0,A (ดีมาก)
1078,2024-11-01,2567,11,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.59,25.9,307.0,4.73,3.89,22.4,0.605,1.944,1.169,7549,2370,65.2,B (ดี)
1079,2024-09-12,2567,9,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,7.72,30.3,343.0,8.31,0.3,7.3,0.139,0.818,0.395,6542,2800,91.4,A (ดีมาก)
1080,2025-08-01,2568,8,ฤดูฝน,BNH04,ลำห้วย (Tributary),นาแก้ว,7.22,30.3,370.0,3.91,7.22,27.7,1.592,3.114,2.267,45281,16636,46.6,C (พอใช้)
1081,2025-09-10,2568,9,ฤดูฝน,NHK10,หนองหาร (Lake),งิ้วด่อน,7.36,28.1,223.0,6.92,1.34,12.7,0.01,0.987,0.415,2862,1328,85.3,A (ดีมาก)
1082,2024-08-31,2567,8,ฤดูฝน,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.34,32.2,220.0,7.19,0.3,4.0,0.01,0.85,0.208,1365,277,88.0,A (ดีมาก)
1083,2025-07-27,2568,7,ฤดูฝน,NHK08,หนองหาร (Lake),นาตงวัฒนา,8.25,30.9,161.0,8.03,0.3,4.0,0.01,0.823,0.498,1339,514,90.4,A (ดีมาก)
1084,2025-12-29,2568,12,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,6.97,25.0,132.0,7.59,2.67,8.3,0.136,1.358,0.617,2741,1203,85.3,A (ดีมาก)
1085,2025-07-03,2568,7,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.79,29.1,213.0,8.11,2.48,9.8,0.01,0.628,0.179,1779,625,93.0,A (ดีมาก)
1086,2025-12-17,2568,12,ฤดูแล้ง,BNH04,ลำห้วย (Tributary),นาแก้ว,7.04,23.3,418.0,2.8,6.81,29.3,1.559,3.232,2.173,55962,24467,41.9,C (พอใช้)
1087,2024-01-13,2567,1,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,6.99,24.5,270.0,6.49,4.97,26.5,0.602,1.918,1.254,7284,2881,72.7,B (ดี)
1088,2024-12-28,2567,12,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,6.93,24.1,145.0,6.74,0.44,4.0,0.136,1.289,0.316,6879,2091,83.3,A (ดีมาก)
1089,2024-03-19,2567,3,ฤดูแล้ง,BNH04,ลำห้วย (Tributary),นาแก้ว,6.75,26.8,371.0,3.62,7.01,30.8,1.571,3.25,2.203,52463,22591,45.3,C (พอใช้)
1090,2025-08-15,2568,8,ฤดูฝน,NHK09,หนองหาร (Lake),เหล่าปอแดง,6.77,31.5,271.0,7.25,0.3,4.6,0.01,0.789,0.34,2681,1220,87.8,A (ดีมาก)
1091,2024-09-22,2567,9,ฤดูฝน,BNH04,ลำห้วย (Tributary),นาแก้ว,7.23,29.4,332.0,3.16,5.89,35.0,1.314,3.887,2.443,41853,16270,41.3,C (พอใช้)
1092,2024-10-03,2567,10,ฤดูฝน,NHK07,หนองหาร (Lake),บ้านแป้น,6.94,28.5,271.0,7.09,0.54,4.0,0.174,0.703,0.362,2348,1377,86.4,A (ดีมาก)
1093,2024-08-20,2567,8,ฤดูฝน,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.23,32.7,257.0,7.96,0.99,4.0,0.01,0.784,0.461,5088,1476,90.4,A (ดีมาก)
1094,2025-10-06,2568,10,ฤดูฝน,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.0,29.6,361.0,2.86,6.15,19.4,1.957,3.207,2.293,120500,68632,39.4,D (เสื่อมโทรม)
1095,2024-11-30,2567,11,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.95,24.9,385.0,5.65,5.06,31.2,1.226,2.005,1.553,44924,10658,63.7,B (ดี)
1096,2025-02-04,2568,2,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,7.03,24.6,239.0,7.48,1.96,9.2,0.264,0.675,0.507,2530,763,87.0,A (ดีมาก)
1097,2025-04-02,2568,4,ฤดูแล้ง,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.55,27.6,304.0,4.36,4.95,30.4,0.768,2.076,1.161,28780,7376,62.3,B (ดี)
1098,2025-10-22,2568,10,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,7.34,24.4,391.0,2.71,5.84,33.3,1.569,3.653,2.467,88821,28401,38.6,D (เสื่อมโทรม)
1099,2025-11-23,2568,11,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.82,27.3,325.0,3.96,4.89,19.6,1.068,2.135,1.896,28869,10597,54.9,C (พอใช้)
1100,2025-07-13,2568,7,ฤดูฝน,BNH04,ลำห้วย (Tributary),นาแก้ว,6.63,32.0,336.0,4.67,5.63,26.7,1.367,3.353,2.734,24160,10246,48.1,C (พอใช้)
1101,2024-05-01,2567,5,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.87,29.9,307.0,2.98,3.96,13.7,1.015,1.992,1.473,29692,15051,53.4,C (พอใช้)
1102,2025-02-25,2568,2,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,6.6,26.1,243.0,5.63,1.93,16.3,0.131,1.069,0.325,7616,2080,79.1,B (ดี)
1103,2025-10-15,2568,10,ฤดูฝน,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.41,29.3,303.0,3.88,6.48,21.9,1.906,3.328,2.605,51869,22667,42.2,C (พอใช้)
1104,2025-02-15,2568,2,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,7.1,23.7,266.0,6.52,1.83,8.2,0.127,0.847,0.821,5642,1332,81.3,A (ดีมาก)
1105,2025-04-13,2568,4,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.4,26.8,358.0,3.9,2.59,22.8,0.699,1.961,1.423,2703,1544,59.7,C (พอใช้)
1106,2025-02-11,2568,2,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,7.24,26.5,212.0,7.33,0.83,8.9,0.121,0.76,1.178,1870,887,83.4,A (ดีมาก)
1107,2025-04-26,2568,4,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,7.15,27.7,263.0,6.66,0.56,14.2,0.37,0.708,0.267,8932,4975,83.8,A (ดีมาก)
1108,2025-09-20,2568,9,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,7.11,30.2,364.0,2.23,6.37,27.9,1.38,3.314,2.415,45857,25425,38.9,D (เสื่อมโทรม)
1109,2025-04-30,2568,4,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,7.16,30.3,290.0,5.75,1.73,4.0,0.211,0.757,0.43,6345,3710,79.7,B (ดี)
1110,2025-07-12,2568,7,ฤดูฝน,NHK07,หนองหาร (Lake),บ้านแป้น,6.89,30.1,302.0,7.84,0.75,4.2,0.01,1.472,0.166,6754,3998,89.0,A (ดีมาก)
1111,2025-06-16,2568,6,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.99,30.6,255.0,5.2,4.7,4.0,1.139,2.186,1.869,21419,10793,60.0,C (พอใช้)
1112,2025-10-18,2568,10,ฤดูฝน,NHK10,หนองหาร (Lake),งิ้วด่อน,6.85,27.8,252.0,7.34,0.3,4.0,0.01,1.853,0.158,2463,1318,85.6,A (ดีมาก)
1113,2024-06-23,2567,6,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,7.11,30.7,482.0,5.11,7.76,29.4,1.384,3.315,2.458,71435,25505,51.4,C (พอใช้)
1114,2025-09-08,2568,9,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.09,29.6,288.0,7.0,0.3,4.0,0.125,0.863,0.179,1421,789,86.6,A (ดีมาก)
1115,2024-12-31,2567,12,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,6.84,23.8,220.0,7.38,1.55,4.0,0.271,1.812,0.522,2456,630,82.6,A (ดีมาก)
1116,2024-03-19,2567,3,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,7.01,26.6,171.0,7.37,1.43,4.0,0.628,1.023,0.316,1062,624,84.2,A (ดีมาก)
1117,2025-04-14,2568,4,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.01,28.1,358.0,2.28,5.95,25.3,1.637,4.001,2.497,36223,15616,35.0,D (เสื่อมโทรม)
1118,2024-11-25,2567,11,ฤดูแล้ง,BNH04,ลำห้วย (Tributary),นาแก้ว,6.61,26.4,414.0,3.09,6.7,45.9,1.561,3.51,2.27,26737,13939,41.8,C (พอใช้)
1119,2024-08-28,2567,8,ฤดูฝน,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.18,31.5,286.0,6.17,4.0,13.6,0.68,1.92,1.149,9612,3328,71.4,B (ดี)
1120,2025-01-12,2568,1,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.1,24.5,272.0,6.66,2.13,12.8,0.676,1.252,0.669,4419,2299,78.2,B (ดี)
1121,2024-08-03,2567,8,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.47,29.1,288.0,7.81,3.01,12.5,0.022,0.769,0.242,9458,4456,90.8,A (ดีมาก)
1122,2024-12-07,2567,12,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.85,24.7,282.0,3.94,4.1,20.1,1.064,1.919,1.272,5039,2390,58.7,C (พอใช้)
1123,2024-02-28,2567,2,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,7.13,25.9,198.0,6.68,2.69,11.9,0.114,0.706,0.565,4981,1766,83.8,A (ดีมาก)
1124,2024-02-02,2567,2,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.08,27.9,199.0,7.29,2.14,4.0,0.197,0.685,0.517,1252,477,86.4,A (ดีมาก)
1125,2025-12-26,2568,12,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.34,23.9,244.0,6.59,1.91,4.0,0.3,0.601,0.183,1973,663,84.7,A (ดีมาก)
1126,2025-10-27,2568,10,ฤดูฝน,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.52,27.2,274.0,6.98,1.22,4.0,0.206,1.148,0.206,7865,3531,85.0,A (ดีมาก)
1127,2025-07-15,2568,7,ฤดูฝน,NHK06,หนองหาร (Lake),บ้านแป้น,7.93,29.3,260.0,5.73,2.18,4.0,0.09,1.249,0.284,3601,1986,79.4,B (ดี)
